item_name,basket_id
cloves garlic minced,834
piece   ginger peeled   minced,834
rosemary,834
apple cider vinegar,834
homemade or store bought bone broth,834
water,834
oranges zested   juiced,834
carrots,834
minced   dates,834
cilantro for,834
salt,835
distilled white vinegar or rice vinegar,835
rice   until water runs clear,835
carrots coarsely,836
large onion coarsely,836
garlic cloves peeled,836
extra virgin olive oil,836
salt,836
ground black pepper,836
wheat berries spelt unhulled barley or short grain brown rice,836
coriander seeds coarsely,836
ground turmeric,836
dried bay leaves,836
french green lentils,836
bunches curly green kale stems   ribs removed leaves   into,836
grated parmesan     crusty bread,836
extra virgin olive oil,837
italian sausage casings removed,837
all purpose flour,837
milk,837
heavy cream,837
grated parmesan,837
large butternut squash peeled seeded   into,837
fusilli,837
garlic clove   grated,837
sprig sage,837
salt,837
grated nutmeg,837
ground black pepper,837
yukon gold potatoes unpeeled   into,838
shallots     crosswise,838
smoked spanish paprika,838
extra virgin olive oil     for pan,838
salt,838
large eggs,838
sour cream,838
dijon mustard,838
extra virgin olive oil     for drizzling,839
bone in lamb shoulder chops,839
ground black pepper,839
salt,839
onion,839
garlic cloves peeled,839
red wine,839
large sprigs rosemary,839
cans white beans such as cannellini navy or butter,839
bunch mature spinach tough stems removed,839
lemon juice,839
lemon wedges   crusty bread,839
an instant pot or pressure cooker,839
orange juice,840
red wine vinegar,840
large garlic clove   grated,840
oregano,840
dijon mustard,840
extra virgin olive oil     for drizzling,840
salt,840
marinated artichoke hearts from a   jar,840
pepperoni rounds,840
cans chickpeas     dried,840
head   iceberg lettuce   into,840
head   radicchio   into,840
stalks celery,840
navel oranges peel   pith removed   into,840
provolone cheese   into,840
pitted black olives,840
large very ripe bananas,841
smooth almond butter,841
large eggs,841
ground cinnamon,841
coconut oil,841
banana   cocoa nibs for serving,841
arugula washed   spun dry,842
fuyu persimmons stemmed     into thin rounds,842
lemon juice,842
extra virgin olive oil,842
water,842
pistachios,842
sea salt,842
smooth almond butter,843
pure maple syrup,843
ground cinnamon,843
sea salt,843
coconut flour,843
bittersweet chocolate chips,843
coconut oil,843
flaky sea salt such as maldon for,843
potatoes,844
juniper berries,844
large apples,844
butter,844
olive oil,844
rashers smoked back bacon,844
a   handful parsley,844
creme fraiche,844
grain mustard,844
perfectly ripe pears,845
a handful   walnuts,845
coppa,845
salt,845
juice   a large lemon,845
white wine vinegar,845
sugar,845
black peppercorns,845
sprigs dill,845
radishes,845
coconut oil,846
diced root vegetables such as beets carrots turnips rutabagas  /or parsnips,846
onion diced,846
rosemary,846
sea salt to taste,846
olive oil,847
large eggplant,847
sea salt,847
large eggs,847
ground almonds,847
grated parmesan cheese,847
dried basil,847
paprika,847
garlic powder,847
dried oregano,847
tomato sauce,847
shredded mozzarella cheese,847
dried unsweetened turkish figs,848
unsweetened shredded coconut,848
coconut oil,848
ground cinnamon,848
sea salt or pink himalayan sea salt to taste,848
brussels sprouts,849
clementines or other   citrus,849
a russet apple,849
sesame seeds,849
olive oil,849
a handful skinned almonds,849
a large handful flat leaf parsley leaves,849
a clementine,849
a lemon,849
olive oil,849
white wine vinegar,849
honey,849
shredded peeled beets,850
shredded unpeeled carrots,850
raw walnuts,850
scallions,850
flat leaf parsley,850
extra virgin olive oil,850
grated peel   orange,850
squeezed orange juice,850
apple cider vinegar,850
ground cumin,850
salt,850
ground sirloin,851
ground brisket,851
unsalted butter       needed,851
potato rolls preferably martin s brand,851
vegetable oil,851
salt to taste,851
ground black pepper to taste,851
slices american cheese,851
four inch thick tomato slices,851
burger sized   green leaf lettuce,851
epicurious not so secret sauce,851
large griddle spatulas,851
salt,852
one   can italian plum tomatoes with their liquid,852
penne,852
extra virgin olive oil,852
cloves garlic peeled,852
hot red pepper,852
vodka,852
heavy cream,852
unsalted butter or olive oil for finishing the sauce   you like,852
to       italian parsley,852
grated parmigiano reggiano     for passing   you like,852
slow cooker chipotle orange pork juices,853
rice wine vinegar,853
soy sauce or tamari,853
grated   ginger,853
vegetable canola or grapeseed oil,853
large garlic cloves,853
shredded slow cooker chipotle orange pork,853
green beans trimmed,853
salt,853
head   napa cabbage     thick,853
skinless boneless pork shoulder roast preferably untied,854
salt,854
dried oregano,854
brown sugar,854
chili powder preferably chipotle,854
ground cinnamon,854
grated orange zest,854
orange juice,854
lime juice,854
garlic cloves lightly,854
corn tortillas sour cream cilantro pickled red onions   hot sauce,854
a qt slow cooker,854
extra virgin olive oil,855
boneless beef chuck roast   into cubes,855
yukon gold potatoes peeled   into cubes,855
large onion,855
salt,855
ground black pepper,855
cumin seeds lightly,855
ground coriander,855
packages puff pastry preferably all butter,855
all purpose flour,855
large egg,855
all purpose flour,856
dutch process cocoa powder,856
baking powder,856
salt,856
granulated sugar,856
unsalted butter,856
large egg,856
vanilla extract,856
white sanding sugar,856
white milk or dark chocolate chips or wafers,856
tahini,856
assorted   cookie cutters,856
new york strip roast preferably prime untied,857
salt   ground pepper,857
garlic cloves   grated,857
rosemary,857
extra virgin olive oil,857
plain   milk greek yogurt,857
sour cream,857
prepared horseradish,857
grated lemon zest,857
warm rolls   cornichons,857
all purpose flour,858
powdered sugar,858
granulated sugar,858
salt,858
chilled unsalted butter   into,858
large egg yolks,858
grapefruit,858
granulated sugar,858
large eggs,858
large egg yolks,858
granulated sugar,858
cornstarch,858
grated grapefruit zest,858
grapefruit juice,858
grated lemon zest,858
lemon juice,858
vanilla extract or paste,858
salt,858
unsalted butter     into,858
powdered sugar,858
all purpose flour,859
baking powder,859
granulated sugar,859
salt,859
chilled unsalted butter   into,859
cream cheese,859
zest   orange,859
walnuts,859
raspberry or any other flavor jam or marmalade,859
freeze dried raspberries or strawberries,859
large egg beaten to blend,859
a spice mill or mortar   pestle,859
pecan halves,860
granulated sugar,860
large egg white,860
unsalted butter,860
espresso powder,860
salt,860
almond extract,860
all purpose flour,860
salt,860
baking powder,860
unsalted butter,860
granulated sugar,860
powdered sugar       for serving,860
large egg yolk,860
vanilla extract or paste,860
nonstick vegetable oil spray,861
tahini,861
salt,861
black   white sesame seeds,861
sugar,861
bittersweet chocolate,861
dried edible flowers,861
flaky sea salt,861
a candy thermometer,861
pineapple peeled   into rings,862
large orange   into thick rounds,862
cured smoked bone in ham or   cured boneless ham,862
pineapple juice,862
apple cider vinegar,862
light brown sugar,862
hot sauce,862
maraschino cherries,862
large eggs,863
salt,863
unsalted butter,863
slices sourdough or country style bread,863
creme fraiche or sour cream,863
skin on boneless smoked trout fillet skin removed flesh broken into,863
lemon,863
ground black pepper,863
scallions     on a diagonal,863
coarsely   dill,863
mature arugula tough stems trimmed,863
extra virgin olive oil,863
large eggs,864
tender herbs,864
sour cream,864
red pepper flakes,864
salt,864
extra virgin olive oil,864
cans chickpeas   patted dry,864
curry powder,864
onion,864
garlic cloves,864
bunch hardy greens ribs   stems removed leaves   into,864
mayonnaise,864
large eggs,865
plain   milk greek yogurt,865
lemon juice,865
garlic clove   grated,865
salt,865
extra virgin olive oil,865
merguez sausage casings removed,865
lavash or large flour tortillas,865
red onion,865
dill pickles   crosswise thick,865
mint leaves,865
parmesan,866
shallot,866
sherry vinegar or red wine vinegar,866
honey,866
extra virgin olive oil,866
salt   ground pepper,866
slab or thick   bacon   into,866
sprigs rosemary,866
mixed wild mushrooms woody stems removed,866
chicory leaves   into,866
large eggs,866
bunch dill   sprigs for serving,867
grapefruits,867
lemons,867
salt,867
light brown sugar,867
cracked black peppercorns,867
boneless side   salmon,867
bagels bialys pumpernickel or rye bread cream cheese   red onion capers  /or lemon wedges,867
hot smoked spanish paprika,868
aleppo style pepper,868
salt,868
ground black pepper,868
boneless new york strip steaks patted dry,868
extra virgin olive oil,868
shallots,868
garlic cloves,868
bunch cilantro stems     leaves coarsely,868
can pinto beans,868
unsalted butter,868
limes,868
large eggs,868
all purpose flour,869
salt,869
dutch process cocoa powder,869
unsalted butter,869
granulated sugar,869
powdered sugar,869
large egg yolk,869
vanilla extract or paste,869
large egg beaten to blend,869
sanding sugar,869
orange,870
lemons,870
cinnamon sticks,870
piece ginger peeled smashed         for serving,870
earl grey tea bags,870
cloves,870
honey,870
rye whiskey,870
orange or regular bitters,870
orange twists,870
persian cucumbers   lengthwise into spears,871
white wine vinegar or unseasoned rice vinegar,871
sugar,871
red pepper flakes,871
salt,871
dill,871
lemon juice,871
sharp cheddar coarsely grated,872
all purpose flour,872
salt,872
cayenne pepper,872
jarred pimiento peppers,872
chilled unsalted butter   into,872
white or black sesame seeds,872
unsalted butter,873
all purpose flour,873
baking soda,873
salt,873
ground cardamom,873
ground cinnamon,873
light brown sugar,873
granulated sugar,873
large eggs,873
vanilla extract or paste,873
skor bars,873
cornflakes lightly,873
gold or rainbow disco or luster dust,873
onion powder,874
garlic powder,874
red pepper flakes,874
salt,874
bag kettle     potato chips,874
extra virgin olive oil,874
dill,874
lemon,874
ground black pepper,874
a spice mill,874
piece   focaccia,875
mayonnaise,875
very     mortadella,875
peperoncini   or quartered   very large,875
head   garlic cloves separated   peeled,876
orange quartered through stem end     crosswise seeds removed,876
extra virgin olive oil,876
sprigs rosemary,876
salt,876
young manchego cheese   or broken into,876
salami,877
handfuls   marcona almonds,877
lemon,877
ground black pepper,877
extra virgin olive oil,877
baby yukon gold potatoes,878
salt,878
shallots,878
extra virgin olive oil,878
white wine vinegar,878
dijon mustard,878
hot sauce,878
honey,878
tarragon leaves,878
extra virgin olive oil,878
skin on bone in chicken thighs,878
salt,878
slab bacon   thick,878
garlic cloves lightly,878
large sprigs thyme,878
juniper berries,878
sauerkraut   squeezed dry,878
dry white wine,878
sausages such as kielbasa  /or bratwurst,878
ducks,879
salt,879
allspice berries,879
nutmegs,879
habanero chiles stems removed,879
soy sauce,879
spiced rum,879
unseasoned rice vinegar,879
sugar,879
ginger scrubbed,879
hoisin sauce   flour tortillas   napa cabbage   scallions julienned peeled ginger   serrano chiles mint sprigs cilantro sprigs   lime wedges,879
a razor blade   a spice mill or mortar   pestle,879
micro potatoes or new potatoes   into,880
extra virgin olive oil,880
salt,880
ground black pepper,880
uncooked sweet or spicy italian sausage,880
sherry or red wine vinegar,880
dijon mustard,880
honey,880
large bunch tuscan kale or collard greens stems removed leaves   into large,880
mixed wild shiitake  /or crimini mushrooms broken into   or   thick,881
garlic cloves peeled,881
thyme sprigs,881
red pepper flakes,881
extra virgin olive oil     for drizzling,881
salt,881
onion,881
arborio rice,881
ground black pepper,881
dry vermouth or white wine,881
homemade chicken stock or low sodium chicken broth,881
grated parmesan,881
cold unsalted butter   into,881
grated lemon zest,881
coarsely   parsley leaves,881
lemon wedges,881
vegetable oil,882
popcorn kernels,882
semisweet chocolate,883
quarts milk,883
mayonnaise,884
slices soft white sandwich bread,884
coarsely grated cheese,884
salt   ground black pepper,884
rimmed baking sheets,884
large egg,885
one to   box   puff pastry thawed according to package directions,885
fully   german style sausage such as bockwurst or bratwurst   lengthwise   thick     into,885
grain mustard,885
sauerkraut,885
caraway seeds for sprinkling,885
extra virgin olive oil,886
ground beef chuck,886
salt,886
skinless salmon fillets,887
salt,887
can full fat coconut milk,887
green curry paste,887
grated peeled ginger,887
garlic clove   grated,887
head   bok choy,887
lime juice,887
scallions,887
cilantro leaves with tender stems,887
cashews,887
serrano chile,887
steamed rice,887
dried porcini mushrooms,888
all purpose flour,888
salt,888
large eggs lightly beaten,888
milk,888
unsalted butter   additional for popover,888
nonstick popover pans with,888
haricots verts trimmed,889
grated lemon zest,889
grated orange zest,889
extra virgin olive oil,889
lemon juice,889
orange juice,889
leeks,890
unsalted butter,890
russet potatoes,890
heavy cream,890
milk,890
thyme leaves,890
an adjustable blade slicer,890
vanilla bean,891
milk,891
heavy cream,891
sugar,891
large egg yolks,891
well stirred pistachio paste,891
raw shelled pistachios coarsely,891
or frozen cranberries,891
water,891
sugar,891
strips orange zest,891
citrus   cake or store bought frozen all butter   cake thawed,891
large egg whites at,891
sugar,891
an by inch loaf pan an ice cream maker,891
baby carrots with tops peeled   trimmed leaving inch   stems intact or     carrots peeled     into roughly by inch sticks,892
white wine vinegar,892
strips orange zest,892
orange juice,892
dried hot chiles,892
piece peeled ginger   crosswise into inch thick slices,892
sugar,892
chicken stock or reduced sodium chicken broth,893
celery,893
peeled potato,893
onion,893
flat leaf parsley sprigs,893
bay scallops tough ligament removed from side   each   attached,893
vegetable oil,893
black truffle butter softened,893
celery leaves,893
qt chilled pomegranate juice,894
lime juice,894
superfine granulated sugar,894
bottles chilled prosecco,894
clementines     crosswise,894
lime     crosswise,894
warm water,895
active dry yeast,895
sugar,895
olive oil,895
salt,895
to   all purpose flour,895
white sesame seeds,895
black sesame seeds,895
garlic cloves,896
rosemary,896
salt,896
standing beef rib roast,896
champagne vinegar,897
minced shallot,897
grated lemon zest,897
extra virgin olive oil,897
firm ripe fuyu persimmons,897
watercress tough stems discarded,897
kumquats,898
sugar,898
water,898
unsweetened chocolate,899
nutella,899
chilled heavy cream,899
large egg,899
large egg yolks,899
sugar,899
water,899
light corn syrup,899
sugar,899
hazelnuts     any loose skins rubbed off,899
sheet frozen puff pastry thawed,899
light corn syrup,899
water,899
confectioners sugar,899
a candy thermometer a long metal skewer,899
single cream,900
dark chocolate,900
unsalted butter,900
store bought plain shortbread biscuits/cookies,900
cocoa powder for dusting,900
soft   dates pitted,901
almonds,901
desiccated coconut,901
desiccated coconut,901
rice malt syrup,901
coconut cream,901
peppermint extract,901
raw organic % dark chocolate,901
vegetable oil,901
water,902
sea salt,902
rolled oats,902
olive oil,902
spinach,902
red pepper flakes,902
ground black pepper to taste,902
egg,902
kimchi store bought or homemade,902
avocado,902
hemp seeds,902
hot sauce,902
butter,903
plain all purpose flour,903
yeast,903
warm milk,903
sugar,903
salt,903
egg,903
golden raisins,903
candied citrus peel,903
sized orange,903
rum or brandy,903
vanilla extract,903
green cardamom pods,903
poppy seeds,903
ground cinnamon,903
blanched   almonds,903
marzipan,903
a little beaten egg,903
butter,903
powdered sugar,903
you will also need a large baking sheet lined with baking parchment,903
unsalted butter,904
lard,904
plain all purpose flour,904
egg yolk,904
good quality mincemeat,904
powdered sugar for dusting,904
you will also need a hole tartlet tin each hole measuring cmxcm deep,904
plain flour sifted   extra for dusting,905
cocoa powder sifted,905
icing sugar sifted,905
unsalted butter,905
water,905
egg,905
egg yolks extra,905
caster sugar,905
water,905
single cream,905
unsalted butter softened,905
dark chocolate,905
large sweet potato scrubbed,906
toppings   choice,906
sea salt,906
ducklings     each giblets saved for the sauce,907
coarse salt,907
bunch   thyme,907
bunch   rosemary,907
garlic cloves peeled,907
oranges one quartered   seeded the other   in inch thick rounds,907
to onions   in inch thick rounds,907
bunch carrots peeled     lengthwise,907
cointreau or other orange liqueur,907
salt,907
ground black pepper,907
beef or chicken stock,907
giblets   necks from the ducklings,907
to   rendered duck fat,907
all purpose flour,907
cointreau or other orange liqueur,907
red wine vinegar,907
balsamic vinegar,907
orange juice,907
orange marmalade,907
orange peel,907
orange   into thin rounds for,907
inch cubed butternut squash,908
salt     ground black pepper,908
olive oil,908
onion roughly,908
bell pepper roughly,908
paprika,908
chili powder,908
rosemary needles minced,908
garlic clove minced,908
large eggs,908
all purpose flour,909
baking powder,909
salt,909
powdered sugar,909
unsalted butter softened,909
large egg,909
rose rooibos tea or other rooibos tea,909
grated lemon zest,909
vanilla extract,909
raw pistachios,909
freeze dried raspberries,909
pink or red sanding sugar,909
all purpose flour,910
ground coffee or espresso,910
baking soda,910
ground cinnamon,910
ground ginger,910
salt,910
ground allspice,910
unsalted butter   cooled,910
dark brown sugar,910
mild flavored molasses,910
granulated sugar     for rolling,910
large egg,910
unsalted butter   into,910
blond chocolate such as dulcey or milk chocolate,910
heavy cream,910
ground coffee or espresso,910
vanilla extract,910
salt,910
unsalted butter softened     for pan,911
all purpose flour,911
almond flour or meal,911
baking powder,911
salt,911
granulated sugar,911
large egg,911
grated orange zest,911
grated ginger,911
vanilla extract,911
dried cranberries,911
unsweetened coconut flakes or coconut chips,911
white chocolate coarsely,911
white chocolate     or white chocolate chips,911
virgin coconut oil,911
salt,911
sprinkles  /or sanding sugar,911
skinless boneless chicken thighs,912
cayenne pepper,912
salt   ground pepper,912
russet potatoes peeled coarsely shredded on the large holes   a box grater or in a food processor,912
onion peeled shredded on the large holes   a box grater or in a food processor,912
matzo meal,912
large egg,912
vegetable canola or grapeseed oil,912
pink lady apples   into wedges,912
dry white wine,912
unsweetened applesauce,912
sprigs thyme,912
lemon juice,912
coarsely   parsley leaves,912
grated lemon zest,912
plain   milk greek yogurt,913
tomato paste,913
paprika,913
ground coriander,913
salt,913
skinless boneless chicken breasts   into,913
grapeseed or vegetable oil,913
butternut squash peeled   into,913
scallions,913
lime juice,913
peeled ginger,913
cilantro leaves with tender stems     for serving,913
steamed rice,913
cranberries,914
granulated sugar,914
grated peeled ginger,914
unsalted butter,914
salt,914
grated lemon zest,914
walnuts,914
granulated sugar,914
grated lemon zest,914
ground cinnamon,914
salt,914
ground cloves,914
grated nutmeg,914
baking powder,914
all purpose flour     for dusting,914
chilled unsalted butter   into,914
large eggs,914
powdered sugar,914
a diameter fluted tart pan with removable bottom,914
parsnips peeled   lengthwise quartered   large woody core removed   large,915
heads   garlic   crosswise,915
piece ginger scrubbed   lengthwise into thick planks,915
large sprigs rosemary       rosemary leaves for serving,915
salt,915
extra virgin olive oil,915
dried currants,915
sugar,915
apple cider vinegar,915
aleppo style pepper,915
navel orange seeds removed,916
cranberries,916
sugar,916
unsalted butter,916
cinnamon,916
ground allspice,916
salt,916
buttermilk cornbread,917
unsalted butter       for pan,917
extra virgin olive oil,917
hot or sweet italian sausage casings removed,917
large onion,917
celery stalks,917
garlic cloves,917
rosemary,917
salt,917
red pepper flakes,917
bunches collard greens stems   ribs removed leaves   or   into,917
heavy cream,917
low sodium chicken broth,917
large eggs beaten to blend,917
purple or orange carrots trimmed scrubbed shaved on a mandoline or very     into rounds,918
salt,918
large blood oranges or   grapefruits,918
extra virgin olive oil,918
lime juice,918
unseasoned rice vinegar,918
medjool dates,918
tarragon leaves,918
chilled unsalted butter       for pan,919
large butternut squash,919
granulated sugar,919
salt,919
lemon juice,919
vanilla extract,919
shortcut puff pastry,919
chilled heavy cream,919
powdered sugar,919
ground cinnamon,919
all purpose flour,919
loaf country style bread   into,920
extra virgin olive oil,920
onions,920
fennel bulb,920
celery stalks,920
dry white wine,920
unsalted butter,920
parsley,920
sage,920
rosemary,920
thyme,920
salt,920
ground black pepper,920
large eggs,920
low sodium chicken broth,920
walnuts,921
brussels sprouts,921
extra virgin olive oil,921
salt   ground pepper,921
lemon,921
walnut oil or   sesame oil,921
unsalted butter,922
large shallot,922
jalapenos seeds removed from chile both chiles very,922
cranberries,922
honey,922
salt,922
grated lime zest,922
lime juice,922
yukon gold potatoes scrubbed,923
salt,923
heavy cream,923
milk,923
unsalted butter   into,923
sour cream,923
ground black pepper,923
a potato ricer or food mill fitted with fine disk,923
extra virgin olive oil,924
harissa paste,924
white wine vinegar,924
sweet potatoes peeled,924
salt,924
raw pistachios,924
sesame seeds,924
fennel seeds,924
a spice mill or mortar   pestle,924
almonds,925
sweet tart apples,925
lemon,925
pure maple syrup,925
brandy preferably apple,925
vanilla extract,925
salt,925
raw sugar,925
all purpose flour     for dusting,925
large egg beaten to blend,925
shortcut puff pastry,925
vanilla ice cream,925
sourdough or country style bread   into,926
extra virgin olive oil,926
crimini mushrooms   thick,926
garlic cloves,926
salt,926
ground black pepper,926
unsalted butter,926
leeks white   pale green parts only   lengthwise   crosswise thick,926
bunch curly kale ribs   stems removed leaves   into,926
large eggs,926
grain dijon mustard,926
milk,926
gruyere or comte cheese coarsely grated,926
parmesan   grated,926
pecans,927
wild rice,927
salt,927
red wine vinegar,927
orange juice,927
honey,927
garlic clove,927
extra virgin olive oil       for drizzling,927
large leeks white   pale green parts only tough outer layer removed   lengthwise     crosswise,927
mushrooms   or   into large,927
ground black pepper,927
thyme,927
chives,927
unsalted butter,928
large shallot,928
rosemary,928
cranberries,928
dried turkish figs coarsely,928
light brown sugar,928
balsamic vinegar,928
salt,928
red pepper flakes,928
unsalted butter,929
shallots peeled     large,929
salt,929
sherry vinegar or red wine vinegar,929
large sprigs thyme     thyme leaves for serving,929
red fresno chiles   lengthwise seeds removed,929
sugar,929
red onions   into thick wedges,930
fennel bulb   into thick wedges,930
extra virgin olive oil,930
salt   ground pepper,930
hot or sweet italian sausage casings removed,930
gemelli casarecce or other   pasta,930
grated lemon zest,930
lemon juice,930
baby arugula,930
grated parmesan,930
russet potatoes peeled   into,931
salt,931
extra virgin olive oil,931
vegetable oil,931
garlic cloves lightly,931
long sprigs rosemary,931
orange juice,932
sriracha,932
honey,932
soy sauce or tamari soy sauce,932
vegetable oil,932
lime juice,932
jumbo or large shrimp peeled deveined,932
salt,932
large oranges preferably different varieties,932
persian cucumbers quartered lengthwise   crosswise thick,932
scallions,932
steamed rice     avocado,932
chicken carcass     shredded skinless roast chicken meat,933
shiitake mushrooms stems reserved caps   in half,933
garlic cloves,933
salt,933
extra virgin olive oil,933
head   green cabbage     into thick ribbons,933
ground black pepper,933
chili oil,933
diamond crystal or       morton   salt,934
light brown sugar,934
turkey neck reserved for gravy giblets discarded patted dry,934
unsalted butter,934
sherry vinegar or red wine vinegar,934
honey,934
worcestershire sauce,934
sprigs rosemary,934
garlic cloves,934
strips orange zest,934
coriander seeds,935
fennel seeds,935
black peppercorns,935
diamond crystal or   morton   salt,935
light brown sugar,935
skin on bone in turkey breast patted dry,935
averna amaro,936
basque style dry hard cider,936
orange twist,936
oil packed anchovy fillets,937
garlic clove,937
lemon juice,937
dijon mustard,937
salt,937
large egg yolk or   mayonnaise,937
extra virgin olive oil,937
grated parmesan     shaved for serving,937
heads   broccoli,937
head   savoy or napa cabbage,937
grated lemon zest,937
cracked black pepper,937
nonstick vegetable oil spray,938
all purpose flour,938
grind cornmeal,938
sugar,938
baking powder,938
salt,938
ground black pepper,938
large eggs,938
buttermilk,938
unsalted butter   slightly cooled,938
virgin coconut oil,939
cayenne pepper,939
ground cumin,939
ground turmeric,939
large onion,939
garlic cloves,939
piece ginger peeled,939
large apple grated on the large holes   a box grater,939
red lentils,939
can coconut milk,939
lime juice,939
salt   ground pepper,939
plain yogurt cilantro leaves     unsweetened coconut flakes,939
sour cream,940
plain   milk greek yogurt,940
sherry vinegar or apple cider vinegar,940
garlic cloves   grated,940
honey,940
extra virgin olive oil,940
salt,940
scallions,940
panko,940
lemon,940
radicchio preferably castelfranco leaves separated,940
unsalted butter         for pan,941
all purpose flour     for pan,941
pecan halves,941
baking powder,941
salt,941
granulated sugar,941
grated orange zest,941
large eggs,941
rum,941
dark brown sugar,941
chilled heavy cream,941
a diameter springform pan,941
sugar,942
salt,942
all purpose flour     for surface,942
chilled unsalted butter,942
boneless beef short ribs or denver steaks,943
salt,943
ground black pepper,943
canola or vegetable oil,943
garlic cloves,943
tomato paste,943
red or white wine vinegar,943
beef or chicken stock,943
dried bay leaves,943
boneless new york strip steaks,944
ground black pepper,944
salt,944
bunches broccolini trimmed   lengthwise,944
extra virgin olive oil,944
coarsely grated gruyere,944
cream cheese   into,944
milk,944
grated or ground nutmeg,944
large     cayenne pepper,944
flaky sea salt,944
fine grind white cornmeal,945
all purpose flour,945
sugar,945
baking powder,945
baking soda,945
salt,945
ground black pepper,945
large egg,945
buttermilk,945
grapeseed vegetable or other neutral oil,945
unsalted butter,945
unsalted butter     for pan,945
large onion,945
large celery stalks,945
salt,945
biscuits such as fluffy cathead biscuits,945
ground dried sage,945
ground black pepper,945
large eggs,945
turkey stock or low sodium chicken or vegetable broth,945
apple cider vinegar,945
bartlett pears coarsely,946
unsweetened apple cider,946
lemon juice,946
honey,946
ground cinnamon,946
salt,946
butter or nonstick vegetable oil spray,946
old fashioned oats,946
unsweetened apple cider,946
all purpose flour,946
baking powder,946
baking soda,946
salt,946
large eggs,946
milk ricotta,946
honey,946
grated lemon zest,946
powdered sugar,946
jumbo pasta shells,947
salt,947
extra virgin olive oil,947
crimini mushrooms,947
ground black pepper,947
dry white wine or vermouth,947
baby spinach,947
garlic cloves,947
unsalted butter,947
marinara sauce,947
red pepper flakes,947
milk ricotta,947
grated parmesan     for serving,947
oregano,947
extra virgin olive oil,948
cumin seeds,948
coriander seeds,948
red pepper flakes,948
onions     lengthwise into thick strips,948
mixed wild or crimini mushrooms   thick,948
pint cherry or grape tomatoes,948
red or white wine vinegar,948
salt,948
bunch curly kale stems removed   into,948
large eggs,948
flaky sea salt   parsley  /or cilantro aleppo style pepper   lemon wedges,948
slices crusty country bread,949
olive oil,949
smoked bacon   into inch,949
onion,949
garlic cloves,949
smoked paprika     for dusting,949
thyme leaves,949
red pepper flakes,949
salt,949
large bunch or   bunches lacinato kale stems re moved   leaves   into   size   washed   shaken dry,949
cannellini beans with sweet paprika   garlic or cans white beans,949
bean broth or water,949
head   cauliflower broken by hand into florets,950
extra virgin olive oil,950
salt,950
ground coriander,950
dried oregano,950
ground black pepper to taste,950
tahini,950
white miso,950
red wine vinegar,950
water,950
white sesame seeds,950
butter,951
fillo pastry sheets,951
ricotta,951
eggs,951
egg yolks,951
honey,951
a     ground cinnamon,951
granulated sugar,951
candied citrus peel,951
golden raisins,951
grated zest   a lemon,951
grated zest   an orange,951
level   all purpose flour,951
vanilla extract,951
ground almonds,951
honey,951
candied citrus peel,951
confectioners sugar,951
you will also need a cm tart tin with a removable base,951
pumpkin or butternut squash,952
olive oil,952
coriander seeds,952
cumin seeds,952
hemp seeds,952
pumpkin seeds,952
sunflower seeds,952
dried thyme,952
sea salt,952
nigella seeds,952
slivered pistachios,952
a   pomegranate,952
package active dry yeast,953
very hot water,953
salt,953
wheat flour,953
large brown eggs,953
cooking oil,953
pumpkin puree,953
organic plain   milk kefir,953
vegetable oil for deep frying,953
powdered sugar,953
dried figs,954
golden raisins,954
dry marsala,954
natural raw granulated sugar,954
butter,954
cold butter,954
all purpose flour,954
natural raw granulated sugar,954
large egg yolks,954
heavy cream ice cream or creme fraiche,954
you will also need a cm round tatin tin or shallow non   cake tin with a fixed base,954
olive oil,955
best quality   chorizo,955
or   leeks trimmed,955
garlic cloves peeled         garlic cloves peeled     in half,955
salt     ground black pepper to taste,955
dry white wine,955
can   tomatoes,955
dozen littleneck clams scrubbed,955
thick slices crusty sourdough bread,955
parmigiano reggiano cheese rinds,956
hard italian sausage such as creminelli s sopressata casalingo barolo or wild boar   into inch,956
yellow onions peeled   coarsely,956
russet potatoes coarsely,956
carrots coarsely,956
garlic head   crosswise,956
bay leaves,956
thyme sprigs,956
black peppercorns,956
salt,956
juniper berries,956
bunch   parsley,956
large brown eggs hard boiled peeled     lengthwise,957
organic plain   milk kefir,957
wasabi paste,957
mayonnaise,957
maldon sea salt,957
red caviar,957
dill or parsley for,957
batch dough,958
flour   semolina for dusting,958
batch dough,958
salt,958
a star shaped plunger cutter,958
pecans,959
honey,959
red beets,959
extra virgin olive oil,959
maldon sea salt     cracked black pepper,959
juice   lemon,959
to   arugula,959
pint   black mission figs,959
kefir labneh,959
red onions,960
bacon,960
ground beef,960
salt,960
garlic cloves peeled smashed,960
ground cumin,960
smoked paprika,960
harissa paste,960
homemade beef stock or low sodium beef broth,960
sweet potatoes peeled,960
dried kidney beans,960
sour cream cilantro     grated cheddar cheese,960
an instant pot or pressure cooker,960
nonstick vegetable oil spray,961
coarsely grated fontina cheese,961
half   half,961
grated parmesan  /or pecorino romano     for serving,961
ground black pepper,961
salt,961
bucatini or spaghetti,961
ricotta,961
large eggs,961
extra virgin olive oil     for drizzling,961
unsalted butter   slightly cooled     for pan,962
graham crackers,962
sugar,962
salt,962
cream cheese     into,962
large eggs,962
sugar,962
vanilla extract,962
salt,962
sour cream,962
pure maple syrup,962
can pumpkin puree,962
/   pumpkin pie spice,962
ground ginger,962
